Asset No	Capitalized On	Asset Description	S/N	Barcode Name
430534-0	30/04/2021	Earth Ground Tester Hioki FT6381 (4)	191126687	430534-0 / Earth Ground Tester Hioki FT6381 (4)
430535-0	30/04/2021	Leak Current Tester Hioki CM4001 	200726082	430535-0 / Leak Current Tester Hioki CM4001 
430536-0	30/04/2021	Laser Leveler Bosch GL 550X	-	430536-0 / Laser Leveler Bosch GL 550X
430537-0	30/04/2021	Laser Leveler Bosch GL 550X (2)	-	430537-0 / Laser Leveler Bosch GL 550X (2)
430538-0	30/04/2021	Laser Leveler Bosch GL 550X (3)	-	430538-0 / Laser Leveler Bosch GL 550X (3)
430539-0	30/04/2021	Laser Leveler Bosch GL 550X (4)	-	430539-0 / Laser Leveler Bosch GL 550X (4)
430540-0	30/04/2021	Torque Wrench Tohnichi DB200N-S	-	430540-0 / Torque Wrench Tohnichi DB200N-S
430541-0	30/04/2021	Bosch GWS 2000-180 Proffesional	-	430541-0 / Bosch GWS 2000-180 Proffesional
430542-0	30/04/2021	Bosch GWS 2000-180 Proffesional (2)	-	430542-0 / Bosch GWS 2000-180 Proffesional (2)
430543-0	30/04/2021	Bosch GWS 2000-180 Proffesional (3)	-	430543-0 / Bosch GWS 2000-180 Proffesional (3)
430544-0	30/04/2021	Bosch GWS 2000-180 Proffesional (4)	-	430544-0 / Bosch GWS 2000-180 Proffesional (4)
430545-0	30/04/2021	Bosch GWS 2000-180 Proffesional (5)	-	430545-0 / Bosch GWS 2000-180 Proffesional (5)
430546-0	30/04/2021	Makita Cordless Impact Wrench	-	430546-0 / Makita Cordless Impact Wrench
430547-0	30/04/2021	Makita Cordless Impact Wrench (2)	-	430547-0 / Makita Cordless Impact Wrench (2)
430548-0	30/04/2021	Makita Cordless Impact Wrench (3)	-	430548-0 / Makita Cordless Impact Wrench (3)
430549-0	30/04/2021	Makita Cordless Impact Wrench (4)	-	430549-0 / Makita Cordless Impact Wrench (4)
430550-0	30/04/2021	Makita Cordless Impact Wrench (5)	-	430550-0 / Makita Cordless Impact Wrench (5)
430551-0	30/04/2021	Makita Cordless Impact Wrench (6)	-	430551-0 / Makita Cordless Impact Wrench (6)
430552-0	30/04/2021	Makita Cordless Impact Wrench (7)	-	430552-0 / Makita Cordless Impact Wrench (7)
430553-0	30/04/2021	Makita Orbital Action Jig	-	430553-0 / Makita Orbital Action Jig
430554-0	30/04/2021	Makita Orbital Action Jig (2)	-	430554-0 / Makita Orbital Action Jig (2)
430555-0	30/04/2021	Makita Orbital Action Jig (3)	-	430555-0 / Makita Orbital Action Jig (3)
430556-0	30/04/2021	Makita Orbital Action Jig (4)	-	430556-0 / Makita Orbital Action Jig (4)
430557-0	30/04/2021	Makita Orbital Action Jig (5)	-	430557-0 / Makita Orbital Action Jig (5)
430558-0	30/04/2021	Bosch GCO 220 Metal Cut-off Grinder	-	430558-0 / Bosch GCO 220 Metal Cut-off Grinder
430559-0	30/04/2021	Bosch GCO 220 Metal Cut-off Grinder (2)	-	430559-0 / Bosch GCO 220 Metal Cut-off Grinder (2)
430560-0	30/04/2021	Bosch GCO 220 Metal Cut-off Grinder (3)	-	430560-0 / Bosch GCO 220 Metal Cut-off Grinder (3)
430561-0	30/04/2021	Bosch GCO 220 Metal Cut-off Grinder (4)	-	430561-0 / Bosch GCO 220 Metal Cut-off Grinder (4)
430562-0	30/04/2021	Bosch GCO 220 Metal Cut-off Grinder (5)	-	430562-0 / Bosch GCO 220 Metal Cut-off Grinder (5)
430563-0	30/04/2021	Makita Mesin Gerinda Duduk GB 602	-	430563-0 / Makita Mesin Gerinda Duduk GB 602
430564-0	30/04/2021	Makita Mesin Gerinda Duduk GB 602 (2)	-	430564-0 / Makita Mesin Gerinda Duduk GB 602 (2)
430565-0	30/04/2021	Makita Mesin Gerinda Duduk GB 602 (3)	-	430565-0 / Makita Mesin Gerinda Duduk GB 602 (3)
430566-0	30/04/2021	Makita Mesin Gerinda Duduk GB 602 (4)	-	430566-0 / Makita Mesin Gerinda Duduk GB 602 (4)
430567-0	30/04/2021	Makita Mesin Gerinda Duduk GB 602 (5)	-	430567-0 / Makita Mesin Gerinda Duduk GB 602 (5)
430568-0	30/04/2021	West Lake ZQD 4125 Bench Drill	-	430568-0 / West Lake ZQD 4125 Bench Drill
430569-0	30/04/2021	West Lake ZQD 4125 Bench Drill (2)	-	430569-0 / West Lake ZQD 4125 Bench Drill (2)
430570-0	30/04/2021	West Lake ZQD 4125 Bench Drill (3)	-	430570-0 / West Lake ZQD 4125 Bench Drill (3)
430571-0	30/04/2021	West Lake ZQD 4125 Bench Drill (4)	-	430571-0 / West Lake ZQD 4125 Bench Drill (4)
430572-0	30/04/2021	West Lake ZQD 4125 Bench Drill (5)	-	430572-0 / West Lake ZQD 4125 Bench Drill (5)
430573-0	30/04/2021	Adjustable Torque Wrench QL100N-MH 1/2 inch	-	430573-0 / Adjustable Torque Wrench QL100N-MH 1/2 inch
430574-0	30/04/2021	Tekiro Ryu Mesin Bor Magnetic 32 mm	-	430574-0 / Tekiro Ryu Mesin Bor Magnetic 32 mm
430575-0	30/04/2021	BYK Color Meter (BYK Mac I 23MM) CN 7030	1330230	430575-0 / BYK Color Meter (BYK Mac I 23MM) CN 7030
430576-0	30/04/2021	BYK Wave Scan Dual CN 4840 	1332428	430576-0 / BYK Wave Scan Dual CN 4840 
430577-0	30/04/2021	BYK Cloud Runner CN 6350	1337948	430577-0 / BYK Cloud Runner CN 6350
430578-0	30/04/2021	BYK Micro Tri Gloss Meter CN 4563	1339536	430578-0 / BYK Micro Tri Gloss Meter CN 4563
430579-0	30/04/2021	Digital Viscometer KU3 	86007194	430579-0 / Digital Viscometer KU3 
430580-0	30/04/2021	Dust Counter Met One	2012997705	430580-0 / Dust Counter Met One
430581-0	30/04/2021	Simple Drying (Electric Furnace)	-	430581-0 / Simple Drying (Electric Furnace)
430582-0	30/04/2021	Simple Drying (Electric Furnace) (2)	-	430582-0 / Simple Drying (Electric Furnace) (2)
430583-0	30/04/2021	Magnetic V Block Kanetec Kya 13B	JP3003003	430583-0 / Magnetic V Block Kanetec Kya 13B
430584-0	30/04/2021	Magnetic V Block Kanetec Kya 13B (2)	JP3003003	430584-0 / Magnetic V Block Kanetec Kya 13B (2)
430585-0	30/04/2021	Magnetic V Block Kanetec Kya 13B (3)	JP3003003	430585-0 / Magnetic V Block Kanetec Kya 13B (3)
430586-0	30/04/2021	Magnetic V Block Kanetec Kya 13B (4)	JP3003003	430586-0 / Magnetic V Block Kanetec Kya 13B (4)
430587-0	30/04/2021	Magnetic Base MB-F2 Holding Power 800N	MB-F2	430587-0 / Magnetic Base MB-F2 Holding Power 800N
430588-0	30/04/2021	Magnetic Base MB-F2 Holding Power 800N (2)	MB-F2	430588-0 / Magnetic Base MB-F2 Holding Power 800N (2)
430589-0	30/04/2021	Magnetic Base MB-F2 Holding Power 800N (3)	MB-F2	430589-0 / Magnetic Base MB-F2 Holding Power 800N (3)
430590-0	30/04/2021	Magnetic Base MB-F2 Holding Power 800N (4)	MB-F2	430590-0 / Magnetic Base MB-F2 Holding Power 800N (4)
430591-0	30/04/2021	Dial Torque DB420N-S (40-420 Nm)	705423L	430591-0 / Dial Torque DB420N-S (40-420 Nm)
430592-0	30/04/2021	Dial Torque DB420N-S (40-420 Nm) (2)	708477L	430592-0 / Dial Torque DB420N-S (40-420 Nm) (2)
430593-0	30/04/2021	Dial Torque DB420N-S (40-420 Nm) (3)	708476L	430593-0 / Dial Torque DB420N-S (40-420 Nm) (3)
430594-0	30/04/2021	Dial Torque DB420N-S (40-420 Nm) (4)	708475L	430594-0 / Dial Torque DB420N-S (40-420 Nm) (4)
430595-0	30/04/2021	Digital Torque CEM500N3X22D-G (100-500 Nm)	310049L	430595-0 / Digital Torque CEM500N3X22D-G (100-500 Nm)
430596-0	30/04/2021	Digital Torque CEM500N3X22D-G (100-500 Nm) (2)	310046L	430596-0 / Digital Torque CEM500N3X22D-G (100-500 Nm) (2)
430597-0	30/04/2021	Digital Torque CEM500N3X22D-G (100-500 Nm) (3)	310048L	430597-0 / Digital Torque CEM500N3X22D-G (100-500 Nm) (3)
430598-0	30/04/2021	Digital Torque CEM500N3X22D-G (100-500 Nm) (4)	310069L	430598-0 / Digital Torque CEM500N3X22D-G (100-500 Nm) (4)
430599-0	30/04/2021	Dial Torque with Dial DB25N-S (3-25 Nm)	310049L	430599-0 / Dial Torque with Dial DB25N-S (3-25 Nm)
430600-0	30/04/2021	Dial Torque with Dial DB25N-S (3-25 Nm) (2)	310046L	430600-0 / Dial Torque with Dial DB25N-S (3-25 Nm) (2)
430601-0	30/04/2021	Dial Torque with Dial DB25N-S (3-25 Nm) (3)	310048L	430601-0 / Dial Torque with Dial DB25N-S (3-25 Nm) (3)
430602-0	30/04/2021	Dial Torque with Dial DB25N-S (3-25 Nm) (4)	310069L	430602-0 / Dial Torque with Dial DB25N-S (3-25 Nm) (4)
430603-0	30/04/2021	Digital Torque CEM20N3X10D-G (4-20 Nm)	700836K	430603-0 / Digital Torque CEM20N3X10D-G (4-20 Nm)
430604-0	30/04/2021	Digital Torque CEM20N3X10D-G (4-20 Nm) (2)	706250K	430604-0 / Digital Torque CEM20N3X10D-G (4-20 Nm) (2)
430605-0	30/04/2021	Digital Torque CEM20N3X10D-G (4-20 Nm) (3)	700832K	430605-0 / Digital Torque CEM20N3X10D-G (4-20 Nm) (3)
430606-0	30/04/2021	Digital Torque CEM20N3X10D-G (4-20 Nm) (4)	700834K	430606-0 / Digital Torque CEM20N3X10D-G (4-20 Nm) (4)
430607-0	30/04/2021	Dial Torque DB100N-S (10-100 Nm)	311797L	430607-0 / Dial Torque DB100N-S (10-100 Nm)
430608-0	30/04/2021	Dial Torque DB100N-S (10-100 Nm) (2)	311806L	430608-0 / Dial Torque DB100N-S (10-100 Nm) (2)
430609-0	30/04/2021	Dial Torque DB100N-S (10-100 Nm) (3)	311813L	430609-0 / Dial Torque DB100N-S (10-100 Nm) (3)
430610-0	30/04/2021	Dial Torque DB100N-S (10-100 Nm) (4)	311819L	430610-0 / Dial Torque DB100N-S (10-100 Nm) (4)
430611-0	30/04/2021	Dial Torque DB50N-S (5-50 Nm)	309561L	430611-0 / Dial Torque DB50N-S (5-50 Nm)
430612-0	30/04/2021	Dial Torque DB50N-S (5-50 Nm) (2)	309583L	430612-0 / Dial Torque DB50N-S (5-50 Nm) (2)
430613-0	30/04/2021	Dial Torque DB50N-S (5-50 Nm) (3)	309504L	430613-0 / Dial Torque DB50N-S (5-50 Nm) (3)
430614-0	30/04/2021	Dial Torque DB50N-S (5-50 Nm) (4)	309519L	430614-0 / Dial Torque DB50N-S (5-50 Nm) (4)
430615-0	30/04/2021	Digital Torque CEM50N3X12D-G (10-50 Nm)	702181L	430615-0 / Digital Torque CEM50N3X12D-G (10-50 Nm)
430616-0	30/04/2021	Digital Torque CEM50N3X12D-G (10-50 Nm) (2)	708095L	430616-0 / Digital Torque CEM50N3X12D-G (10-50 Nm) (2)
430617-0	30/04/2021	Digital Torque CEM50N3X12D-G (10-50 Nm) (3)	702173L	430617-0 / Digital Torque CEM50N3X12D-G (10-50 Nm) (3)
430618-0	30/04/2021	Digital Torque CEM50N3X12D-G (10-50 Nm) (4)	702175L	430618-0 / Digital Torque CEM50N3X12D-G (10-50 Nm) (4)
430619-0	30/04/2021	Digital Torque CEM100N3X15D-G (20-100 Nm)	701996L	430619-0 / Digital Torque CEM100N3X15D-G (20-100 Nm)
430620-0	30/04/2021	Digital Torque CEM100N3X15D-G (20-100 Nm) (2)	709929J	430620-0 / Digital Torque CEM100N3X15D-G (20-100 Nm) (2)
430621-0	30/04/2021	Digital Torque CEM100N3X15D-G (20-100 Nm) (3)	701994L	430621-0 / Digital Torque CEM100N3X15D-G (20-100 Nm) (3)
430622-0	30/04/2021	Digital Torque CEM100N3X15D-G (20-100 Nm) (4)	701998L	430622-0 / Digital Torque CEM100N3X15D-G (20-100 Nm) (4)
430623-0	30/04/2021	Belt Tension Gauge Gates Unita U-508	B20A7737	430623-0 / Belt Tension Gauge Gates Unita U-508
430624-0	30/04/2021	Verticality Measuring Machine Trimos V4-700	15909005	430624-0 / Verticality Measuring Machine Trimos V4-700
430625-0	30/04/2021	Combustion Capacity Measuring Machine	400137	430625-0 / Combustion Capacity Measuring Machine
430625-0	30/04/2021	Combustion Capacity Measuring Machine	400137	430625-0 / Combustion Capacity Measuring Machine
430626-0	30/04/2021	Hoist 0.5Ton	1770429	430626-0 / Hoist 0.5Ton
430627-0	30/04/2021	Hoist 1Ton	57174	430627-0 / Hoist 1Ton
430627-0	30/04/2021	Hoist 1Ton	57174	430627-0 / Hoist 1Ton
430628-0	30/04/2021	Hoist 1Ton (2)	57174	430628-0 / Hoist 1Ton (2)
430628-0	30/04/2021	Hoist 1Ton (2)	57174	430628-0 / Hoist 1Ton (2)
430629-0	30/04/2021	Dini Argeo Portable Truck Scale WWSE 15T	0100681416B1	430629-0 / Dini Argeo Portable Truck Scale WWSE 15T
430630-0	30/04/2021	Dini Argeo Portable Truck Scale WWSE 15T (2)	858822B1	430630-0 / Dini Argeo Portable Truck Scale WWSE 15T (2)
430631-0	30/04/2021	Dini Argeo Portable Truck Scale WWSE 15T (3)	858825B1	430631-0 / Dini Argeo Portable Truck Scale WWSE 15T (3)
430632-0	30/04/2021	Dini Argeo Portable Truck Scale WWSE 15T (4)	0100681137B1	430632-0 / Dini Argeo Portable Truck Scale WWSE 15T (4)
430633-0	30/04/2021	Dini Argeo Indicator Portable Truck Scale DFWKRP	84043110	430633-0 / Dini Argeo Indicator Portable Truck Scale DFWKRP
430634-0	31/05/2021	Exhaust Extraction System	419C15510104	430634-0 / Exhaust Extraction System
430635-0	31/05/2021	Wheel Alignment Machine Set 	KDC3305/HEC552	430635-0 / Wheel Alignment Machine Set 
430636-0	31/05/2021	Wheel Balancer Machine Set 	KDC3220	430636-0 / Wheel Balancer Machine Set 
430637-0	31/05/2021	Steering Wheel Adjustment Inclinometer 	109569	430637-0 / Steering Wheel Adjustment Inclinometer 
430638-0	31/05/2021	Steering Effort Measuring Equipment 200 NM 	TS20-0326	430638-0 / Steering Effort Measuring Equipment 200 NM 
430639-0	31/05/2021	Clutch Effort Measuring Equipment 200KGF	ATS20-0109	430639-0 / Clutch Effort Measuring Equipment 200KGF
430640-0	31/05/2021	Tool Box Trolley with Tool Sets (1)	A381131K	430640-0 / Tool Box Trolley with Tool Sets (1)
430641-0	31/05/2021	Tool Box Trolley with Tool Sets (2)	A381136K	430641-0 / Tool Box Trolley with Tool Sets (2)
430642-0	31/05/2021	Tool Box Trolley with Tool Sets (3)	A381141K	430642-0 / Tool Box Trolley with Tool Sets (3)
430643-0	31/05/2021	Tool Box Trolley with Tool Sets (4)	A381132K	430643-0 / Tool Box Trolley with Tool Sets (4)
430644-0	31/05/2021	Tool Box Trolley with Tool Sets (5)	A381138K	430644-0 / Tool Box Trolley with Tool Sets (5)
430645-0	31/05/2021	Tool Box Trolley with Tool Sets (6)	A381139K	430645-0 / Tool Box Trolley with Tool Sets (6)
430646-0	31/05/2021	Tool Box Trolley with Tool Sets (7)	A381140K	430646-0 / Tool Box Trolley with Tool Sets (7)
430647-0	31/05/2021	Handy Talky Motorola CP1660UHF (1)	1335VN1318	430647-0 / Handy Talky Motorola CP1660UHF (1)
430648-0	31/05/2021	Handy Talky Motorola CP1660UHF (2)	1335VN1249	430648-0 / Handy Talky Motorola CP1660UHF (2)
430649-0	31/05/2021	Handy Talky Motorola CP1660UHF (3)	1335VN1208	430649-0 / Handy Talky Motorola CP1660UHF (3)
430650-0	31/05/2021	Handy Talky Motorola CP1660UHF (4)	1335VN1309	430650-0 / Handy Talky Motorola CP1660UHF (4)
430651-0	31/05/2021	Handy Talky Motorola CP1660UHF (5)	1335VN1265	430651-0 / Handy Talky Motorola CP1660UHF (5)
430652-0	31/05/2021	Water System Indonesia Dining Area (1)	-	430652-0 / Water System Indonesia Dining Area (1)
430653-0	31/05/2021	Water System Indonesia Dining Area (2)	-	430653-0 / Water System Indonesia Dining Area (2)
430654-0	31/05/2021	Water System Korea Dining Area	-	430654-0 / Water System Korea Dining Area
430655-0	31/07/2021	Height Gauge VHK-30 	2001617	430655-0 / Height Gauge VHK-30 
430656-0	31/07/2021	Coolant Proof Micrometer MDC-50MXT (1)	293-235-30	430656-0 / Coolant Proof Micrometer MDC-50MXT (1)
430657-0	31/07/2021	Coolant Proof Micrometer MDC-50MXT (2)	293-235-30	430657-0 / Coolant Proof Micrometer MDC-50MXT (2)
430658-0	31/07/2021	Radius Gauge Circuler Measurement (1)	-	430658-0 / Radius Gauge Circuler Measurement (1)
430659-0	31/07/2021	Radius Gauge Circuler Measurement (2)	-	430659-0 / Radius Gauge Circuler Measurement (2)
430660-0	31/07/2021	Magnetic Block (1)	-	430660-0 / Magnetic Block (1)
430661-0	31/07/2021	Magnetic Block (2)	-	430661-0 / Magnetic Block (2)
430662-0	31/07/2021	Digital Microscope	-	430662-0 / Digital Microscope
430663-0	31/07/2021	Dies Stager (1)	-	430663-0 / Dies Stager (1)
430664-0	31/07/2021	Dies Stager (2)	-	430664-0 / Dies Stager (2)
430665-0	31/07/2021	Dies Stager (3)	-	430665-0 / Dies Stager (3)
430666-0	31/07/2021	Dies Stager (4)	-	430666-0 / Dies Stager (4)
430667-0	31/07/2021	Bench Grinder Metabo	D-72622	430667-0 / Bench Grinder Metabo
430668-0	31/07/2021	Waste Oil Suction Drain (1)	-	430668-0 / Waste Oil Suction Drain (1)
430669-0	31/07/2021	Waste Oil Suction Drain (2)	-	430669-0 / Waste Oil Suction Drain (2)
430670-0	31/07/2021	Semi Automatic Bandsaw BS-250	-	430670-0 / Semi Automatic Bandsaw BS-250
430671-0	31/07/2021	Mig Welding Inverter DC 350A MIG350 	ZKE17122878	430671-0 / Mig Welding Inverter DC 350A MIG350 
430672-0	31/07/2021	Hand Pallet Big 2T (1)	-	430672-0 / Hand Pallet Big 2T (1)
430673-0	31/07/2021	Hand Pallet Big 2T (2)	-	430673-0 / Hand Pallet Big 2T (2)
430674-0	31/07/2021	High Pressure Hot And Cool H200 E 	700998828	430674-0 / High Pressure Hot And Cool H200 E 
430675-0	31/07/2021	Vacuum Dry T22 L100 (1)	3,82E+12	430675-0 / Vacuum Dry T22 L100 (1)
430675-0	31/07/2021	Vacuum Dry T22 L100 (1)	3,82019E+12	430675-0 / Vacuum Dry T22 L100 (1)
430676-0	31/07/2021	Vacuum Dry T22 L100 (2)	3,82E+12	430676-0 / Vacuum Dry T22 L100 (2)
430676-0	31/07/2021	Vacuum Dry T22 L100 (2)	3,82019E+12	430676-0 / Vacuum Dry T22 L100 (2)
430677-0	31/07/2021	Vernier Caliper 11IN/0.02MM 	-	430677-0 / Vernier Caliper 11IN/0.02MM 
430678-0	31/07/2021	Gauge Block Steel Set	2002381	430678-0 / Gauge Block Steel Set
430679-0	31/07/2021	Surftest SJ-210 0.75MN (1 EA)	100342006	430679-0 / Surftest SJ-210 0.75MN (1 EA)
430680-0	31/07/2021	Vernier Caliper NIB 24IN.0.02 MM (1 EA)	20002763	430680-0 / Vernier Caliper NIB 24IN.0.02 MM (1 EA)
430681-0	31/07/2021	Vernier Caliper 1000/0.05 MM (1 EA)	20001579	430681-0 / Vernier Caliper 1000/0.05 MM (1 EA)
430682-0	31/07/2021	Digimatic Height Gage 300/0.01 MM (1 EA)	192 613-10	430682-0 / Digimatic Height Gage 300/0.01 MM (1 EA)
430683-0	30/06/2021	Digital Floor Scale RC-01	-	430683-0 / Digital Floor Scale RC-01
430684-0	30/06/2021	Walk In Chiller (Floor Less) CR-01	-	430684-0 / Walk In Chiller (Floor Less) CR-01
430685-0	30/06/2021	Walk In Freezer (Floor Less) CR-02	-	430685-0 / Walk In Freezer (Floor Less) CR-02
430686-0	30/06/2021	Single Conveyor Dishwashing Machine (L+R) DW-04	-	430686-0 / Single Conveyor Dishwashing Machine (L+R) DW-04
430687-0	30/06/2021	Single Conveyor Dishwashing Machine (L+R) DW-11	-	430687-0 / Single Conveyor Dishwashing Machine (L+R) DW-11
430688-0	31/07/2021	Digital Danchi Gauge Type C1-20 (1)	B20218577	430688-0 / Digital Danchi Gauge Type C1-20 (1)
430689-0	31/07/2021	Digital Danchi Gauge Type C1-20 (2)	B20060755	430689-0 / Digital Danchi Gauge Type C1-20 (2)
430690-0	31/07/2021	Digital Danchi Gauge Type C1-20 (3)	B20060769	430690-0 / Digital Danchi Gauge Type C1-20 (3)
430691-0	31/07/2021	Digital Danchi Gauge Type C1-20 (4)	B20168910	430691-0 / Digital Danchi Gauge Type C1-20 (4)
430692-0	31/07/2021	Digital Danchi Gauge Type C1-20 (5)	B20190719	430692-0 / Digital Danchi Gauge Type C1-20 (5)
430693-0	31/07/2021	Digital Danchi Gauge Type C1-20 (6)	B20060785	430693-0 / Digital Danchi Gauge Type C1-20 (6)
430694-0	31/07/2021	Forklift Shoe Extension 25BR-09	-	430694-0 / Forklift Shoe Extension 25BR-09
430695-0	31/07/2021	Scissor Lift Max Load 1000 KG	-	430695-0 / Scissor Lift Max Load 1000 KG
430696-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (1)	-	430696-0 / Torque Wrench 3/8" Range 5-25 Nm (1)
430697-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (2)	-	430697-0 / Torque Wrench 3/8" Range 5-25 Nm (2)
430698-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (3)	-	430698-0 / Torque Wrench 3/8" Range 5-25 Nm (3)
430699-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (4)	-	430699-0 / Torque Wrench 3/8" Range 5-25 Nm (4)
430700-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (5)	-	430700-0 / Torque Wrench 3/8" Range 5-25 Nm (5)
430701-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (6)	-	430701-0 / Torque Wrench 3/8" Range 5-25 Nm (6)
430702-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (7)	-	430702-0 / Torque Wrench 3/8" Range 5-25 Nm (7)
430703-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (8)	-	430703-0 / Torque Wrench 3/8" Range 5-25 Nm (8)
430704-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (9)	-	430704-0 / Torque Wrench 3/8" Range 5-25 Nm (9)
430705-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (10)	-	430705-0 / Torque Wrench 3/8" Range 5-25 Nm (10)
430706-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (11)	-	430706-0 / Torque Wrench 3/8" Range 5-25 Nm (11)
430707-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (12)	-	430707-0 / Torque Wrench 3/8" Range 5-25 Nm (12)
430708-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (13)	-	430708-0 / Torque Wrench 3/8" Range 5-25 Nm (13)
430709-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (14)	-	430709-0 / Torque Wrench 3/8" Range 5-25 Nm (14)
430710-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (15)	-	430710-0 / Torque Wrench 3/8" Range 5-25 Nm (15)
430711-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (16)	-	430711-0 / Torque Wrench 3/8" Range 5-25 Nm (16)
430712-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (17)	-	430712-0 / Torque Wrench 3/8" Range 5-25 Nm (17)
430713-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (18)	-	430713-0 / Torque Wrench 3/8" Range 5-25 Nm (18)
430714-0	31/07/2021	Torque Wrench 3/8" Range 5-25 Nm (19)	-	430714-0 / Torque Wrench 3/8" Range 5-25 Nm (19)
430715-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (1)	-	430715-0 / Torque Wrench 3/8" Range 10-50 Nm (1)
430716-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (2)	-	430716-0 / Torque Wrench 3/8" Range 10-50 Nm (2)
430717-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (3)	-	430717-0 / Torque Wrench 3/8" Range 10-50 Nm (3)
430718-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (4)	-	430718-0 / Torque Wrench 3/8" Range 10-50 Nm (4)
430719-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (5)	-	430719-0 / Torque Wrench 3/8" Range 10-50 Nm (5)
430720-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (6)	-	430720-0 / Torque Wrench 3/8" Range 10-50 Nm (6)
430721-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (7)	-	430721-0 / Torque Wrench 3/8" Range 10-50 Nm (7)
430722-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (8)	-	430722-0 / Torque Wrench 3/8" Range 10-50 Nm (8)
430723-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (9)	-	430723-0 / Torque Wrench 3/8" Range 10-50 Nm (9)
430724-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (10)	-	430724-0 / Torque Wrench 3/8" Range 10-50 Nm (10)
430725-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (11)	-	430725-0 / Torque Wrench 3/8" Range 10-50 Nm (11)
430726-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (12)	-	430726-0 / Torque Wrench 3/8" Range 10-50 Nm (12)
430727-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (13)	-	430727-0 / Torque Wrench 3/8" Range 10-50 Nm (13)
430728-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (14)	-	430728-0 / Torque Wrench 3/8" Range 10-50 Nm (14)
430729-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (15)	-	430729-0 / Torque Wrench 3/8" Range 10-50 Nm (15)
430730-0	31/07/2021	Torque Wrench 3/8" Range 10-50 Nm (16)	-	430730-0 / Torque Wrench 3/8" Range 10-50 Nm (16)
430731-0	31/07/2021	Torque Wrench 3/8" Range 20-85 Nm	-	430731-0 / Torque Wrench 3/8" Range 20-85 Nm
430732-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (1)	-	430732-0 / Torque Wrench 1/2" Range 20-85 Nm (1)
430733-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (2)	-	430733-0 / Torque Wrench 1/2" Range 20-85 Nm (2)
430734-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (3)	-	430734-0 / Torque Wrench 1/2" Range 20-85 Nm (3)
430735-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (4)	-	430735-0 / Torque Wrench 1/2" Range 20-85 Nm (4)
430736-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (5)	-	430736-0 / Torque Wrench 1/2" Range 20-85 Nm (5)
430737-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (6)	-	430737-0 / Torque Wrench 1/2" Range 20-85 Nm (6)
430738-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (7)	-	430738-0 / Torque Wrench 1/2" Range 20-85 Nm (7)
430739-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (8)	-	430739-0 / Torque Wrench 1/2" Range 20-85 Nm (8)
430740-0	31/07/2021	Torque Wrench 1/2" Range 20-85 Nm (9)	-	430740-0 / Torque Wrench 1/2" Range 20-85 Nm (9)
